draft_id,player_name,draft_season,round_number,round_pick,overall_pick,team_id,team_city,team_name,team_abbreviation,organization,organization_type,position,height_wo_shoes,height_wo_shoes_ft_in,height_w_shoes,height_w_shoes_ft_in,weight,wingspan,wingspan_ft_in,standing_reach,standing_reach_ft_in,body_fat_pct,hand_length,hand_width,standing_vertical_leap,max_vertical_leap,lane_agility_time,modified_lane_agility_time,three_quarter_sprint
203084,Harrison Barnes,2012,1,7,7,1610612744,Golden State,Warriors,GSW,North Carolina,[College/University],SF-SG,79.0,6' 7'',80.0,6' 8'',227.8,83.25,6' 11.25'',101.5,8' 5.5'',9.6,9.0,8.5,38.0,39.5,10.93,0.0,3.16
203082,Terrence Ross,2012,1,8,8,1610612761,Toronto,Raptors,TOR,Washington,[College/University],SG-SF,78.0,6' 6'',79.0,6' 7'',196.6,79.25,6' 7.25'',100.5,8' 4.5'',3.2,8.75,10.25,31.0,37.5,11.78,0.0,3.28
203083,Andre Drummond,2012,1,9,9,1610612765,Detroit,Pistons,DET,Connecticut,[College/University],C,81.75,6' 9.75'',83.75,6' 11.75'',278.6,90.25,7' 6.25'',109.5,9' 1.5'',7.5,9.5,9.5,31.5,33.5,10.83,0.0,3.39
203085,Austin Rivers,2012,1,10,10,1610612740,New Orleans,Hornets,NOH,Duke,[College/University],SG-PG,75.5,6' 3.5'',77.0,6' 5'',202.8,79.25,6' 7.25'',96.5,8' 0.5'',6.2,8.5,10.0,32.5,37.5,11.54,0.0,3.32
203086,Meyers Leonard,2012,1,11,11,1610612757,Portland,Trail Blazers,POR,Illinois,[College/University],C,83.75,6' 11.75'',85.25,7' 1.25'',249.8,87.0,7' 3'',108.0,9' 0'',5.7,9.25,11.0,30.0,32.5,11.34,0.0,3.41
203087,Jeremy Lamb,2012,1,12,12,1610612745,Houston,Rockets,HOU,Connecticut,[College/University],SG,76.0,6' 4'',77.25,6' 5.25'',179.2,83.0,6' 11'',102.0,8' 6'',4.5,8.75,9.25,31.5,38.0,10.98,0.0,3.25
203088,Kendall Marshall,2012,1,13,13,1610612756,Phoenix,Suns,PHX,North Carolina,[College/University],PG,75.25,6' 3.25'',76.25,6' 4.25'',198.4,77.5,6' 5.5'',96.0,8' 0'',7.8,8.5,9.0,31.0,37.0,12.03,0.0,3.23
203089,John Henson,2012,1,14,14,1610612749,Milwaukee,Bucks,MIL,North Carolina,[College/University],PF,81.0,6' 9'',82.5,6' 10.5'',216.0,89.0,7' 5'',112.0,9' 4'',8.6,9.25,10.0,25.5,30.0,0.0,0.0,0.0
203090,Maurice Harkless,2012,1,15,15,1610612755,Philadelphia,76ers,PHI,St. John's (NY),[College/University],SF,79.25,6' 7.25'',80.75,6' 8.75'',206.6,84.0,7' 0'',102.5,8' 6.5'',5.3,9.25,10.25,32.5,37.0,10.87,0.0,3.25
203091,Royce White,2012,1,16,16,1610612745,Houston,Rockets,HOU,Iowa State,[College/University],PF,79.0,6' 7'',80.0,6' 8'',260.6,84.0,7' 0'',104.5,8' 8.5'',10.6,9.5,11.5,0.0,0.0,0.0,0.0,0.0
203092,Tyler Zeller,2012,1,17,17,1610612742,Dallas,Mavericks,DAL,North Carolina,[College/University],PF-C,83.25,6' 11.25'',84.5,7' 0.5'',247.4,84.0,7' 0'',104.5,8' 8.5'',6.4,9.0,9.75,30.0,34.0,11.13,0.0,3.4
203093,Terrence Jones,2012,1,18,18,1610612745,Houston,Rockets,HOU,Kentucky,[College/University],PF-SF,80.25,6' 8.25'',81.5,6' 9.5'',252.0,86.25,7' 2.25'',107.0,8' 11'',7.7,9.0,10.0,29.5,34.5,11.57,0.0,3.4
203094,Andrew Nicholson,2012,1,19,19,1610612753,Orlando,Magic,ORL,St. Bonaventure,[College/University],PF,80.5,6' 8.5'',81.5,6' 9.5'',234.0,88.0,7' 4'',107.0,8' 11'',7.6,10.0,10.75,28.5,30.5,11.89,0.0,3.67
203096,Jared Sullinger,2012,1,21,21,1610612738,Boston,Celtics,BOS,Ohio State,[College/University],PF,79.75,6' 7.75'',81.0,6' 9'',268.2,85.25,7' 1.25'',105.5,8' 9.5'',10.7,9.25,9.75,29.5,31.0,12.77,0.0,3.81
203097,Fab Melo,2012,1,22,22,1610612738,Boston,Celtics,BOS,Syracuse,[College/University],C,82.75,6' 10.75'',84.0,7' 0'',255.0,86.5,7' 2.5'',110.0,9' 2'',9.2,9.0,10.0,29.5,31.0,12.14,0.0,3.44
203098,John Jenkins,2012,1,23,23,1610612737,Atlanta,Hawks,ATL,Vanderbilt,[College/University],SG,75.25,6' 3.25'',76.25,6' 4.25'',212.0,80.5,6' 8.5'',98.0,8' 2'',7.1,9.0,9.0,30.5,36.5,11.36,0.0,3.37
203099,Jared Cunningham,2012,1,24,24,1610612739,Cleveland,Cavaliers,CLE,Oregon State,[College/University],SG-PG,75.5,6' 3.5'',77.0,6' 5'',187.6,78.5,6' 6.5'',98.0,8' 2'',3.6,8.25,9.0,0.0,0.0,0.0,0.0,0.0
203100,Tony Wroten,2012,1,25,25,1610612763,Memphis,Grizzlies,MEM,Washington,[College/University],PG,76.75,6' 4.75'',78.0,6' 6'',203.2,81.0,6' 9'',101.0,8' 5'',5.2,8.0,9.0,30.0,35.5,10.75,0.0,3.24
203101,Miles Plumlee,2012,1,26,26,1610612754,Indiana,Pacers,IND,Duke,[College/University],PF-C,82.5,6' 10.5'',83.75,6' 11.75'',252.4,84.75,7' 0.75'',105.5,8' 9.5'',11.4,9.25,9.0,34.0,40.5,10.64,0.0,3.36
203102,Arnett Moultrie,2012,1,27,27,1610612748,Miami,Heat,MIA,Mississippi State,[College/University],PF,81.5,6' 9.5'',82.75,6' 10.75'',232.8,86.25,7' 2.25'',106.5,8' 10.5'',7.7,9.25,9.25,33.5,37.5,11.32,0.0,3.22
203103,Perry Jones III,2012,1,28,28,1610612760,Oklahoma City,Thunder,OKC,Baylor,[College/University],PF-SF,82.25,6' 10.25'',83.25,6' 11.25'',233.8,85.75,7' 1.75'',107.0,8' 11'',4.6,9.25,9.5,33.0,38.5,11.31,0.0,3.19
203104,Marquis Teague,2012,1,29,29,1610612741,Chicago,Bulls,CHI,Kentucky,[College/University],PG,73.0,6' 1'',74.0,6' 2'',179.8,79.25,6' 7.25'',96.5,8' 0.5'',6.3,8.25,7.75,32.5,40.5,10.65,0.0,3.19
203105,Festus Ezeli,2012,1,30,30,1610612744,Golden State,Warriors,GSW,Vanderbilt,[College/University],C-PF,81.75,6' 9.75'',83.5,6' 11.5'',264.2,89.75,7' 5.75'',108.0,9' 0'',5.5,9.0,10.75,34.0,33.5,12.35,0.0,3.29
203106,Jeffery Taylor,2012,2,1,31,1610612766,Charlotte,Bobcats,CHA,Vanderbilt,[College/University],SF-SG,78.0,6' 6'',79.25,6' 7.25'',212.8,78.25,6' 6.25'',101.5,8' 5.5'',4.2,8.25,9.75,33.5,40.0,10.87,0.0,3.29
203107,Tomas Satoransky,2012,2,2,32,1610612764,Washington,Wizards,WAS,CB Sevilla (Spain),[Other Team/Club],PG-SG,78.5,6' 6.5'',79.5,6' 7.5'',200.6,79.25,6' 7.25'',100.0,8' 4'',5.2,8.5,9.5,0.0,0.0,0.0,0.0,0.0
203108,Bernard James,2012,2,3,33,1610612739,Cleveland,Cavaliers,CLE,Florida State,[College/University],PF,80.75,6' 8.75'',82.0,6' 10'',229.8,87.0,7' 3'',108.5,9' 0.5'',5.0,9.0,9.25,30.0,32.5,11.84,0.0,3.4
203109,Jae Crowder,2012,2,4,34,1610612739,Cleveland,Cavaliers,CLE,Marquette,[College/University],SF,76.75,6' 4.75'',78.5,6' 6.5'',241.2,81.25,6' 9.25'',99.5,8' 3.5'',9.0,9.5,10.5,31.0,34.5,11.45,0.0,3.37
203110,Draymond Green,2012,2,5,35,1610612744,Golden State,Warriors,GSW,Michigan State,[College/University],PF-SF,77.75,6' 5.75'',79.5,6' 7.5'',235.6,85.25,7' 1.25'',105.0,8' 9'',11.3,9.0,9.5,28.0,33.0,11.01,0.0,3.4
203111,Orlando Johnson,2012,2,6,36,1610612758,Sacramento,Kings,SAC,California-Santa Barbara,[College/University],SG,75.75,6' 3.75'',77.25,6' 5.25'',223.8,83.25,6' 11.25'',99.0,8' 3'',7.0,9.0,9.5,32.0,39.5,10.98,0.0,3.25
203112,Quincy Acy,2012,2,7,37,1610612761,Toronto,Raptors,TOR,Baylor,[College/University],PF,78.5,6' 6.5'',79.75,6' 7.75'',223.8,86.75,7' 2.75'',106.5,8' 10.5'',7.1,9.5,11.0,32.0,37.0,10.48,0.0,3.28
203113,Quincy Miller,2012,2,8,38,1610612743,Denver,Nuggets,DEN,Baylor,[College/University],SF,80.75,6' 8.75'',82.0,6' 10'',218.7,85.25,7' 1.25'',105.0,8' 9'',7.8,9.25,10.25,30.5,36.0,11.05,0.0,3.48
203114,Khris Middleton,2012,2,9,39,1610612765,Detroit,Pistons,DET,Texas A&M,[College/University],SF,78.75,6' 6.75'',80.25,6' 8.25'',216.2,82.75,6' 10.75'',103.0,8' 7'',7.8,9.0,9.0,28.0,31.0,11.45,0.0,3.47
203115,Will Barton,2012,2,10,40,1610612757,Portland,Trail Blazers,POR,Memphis,[College/University],SG-SF,77.0,6' 5'',78.0,6' 6'',174.4,81.75,6' 9.75'',102.5,8' 6.5'',4.1,9.0,9.5,30.0,34.0,12.5,0.0,3.6
203116,Tyshawn Taylor,2012,2,11,41,1610612757,Portland,Trail Blazers,POR,Kansas,[College/University],PG,74.75,6' 2.75'',76.0,6' 4'',177.0,78.25,6' 6.25'',97.5,8' 1.5'',4.2,8.75,8.75,32.0,36.5,11.48,0.0,3.2
203117,Doron Lamb,2012,2,12,42,1610612749,Milwaukee,Bucks,MIL,Kentucky,[College/University],SG-PG,75.25,6' 3.25'',76.75,6' 4.75'',199.4,78.75,6' 6.75'',98.5,8' 2.5'',6.7,8.5,8.75,29.0,33.5,11.12,0.0,3.41
203118,Mike Scott,2012,2,13,43,1610612737,Atlanta,Hawks,ATL,Virginia,[College/University],PF,79.25,6' 7.25'',80.75,6' 8.75'',240.8,82.75,6' 10.75'',104.0,8' 8'',10.6,8.5,9.0,27.0,32.5,11.59,0.0,3.44
203119,Kim English,2012,2,14,44,1610612765,Detroit,Pistons,DET,Missouri,[College/University],SG,76.5,6' 4.5'',77.75,6' 5.75'',192.0,78.5,6' 6.5'',98.0,8' 2'',4.3,8.5,8.75,29.0,36.5,10.59,0.0,3.33
203121,Darius Miller,2012,2,16,46,1610612740,New Orleans,Hornets,NOH,Kentucky,[College/University],SF-SG,78.0,6' 6'',79.5,6' 7.5'',233.4,81.0,6' 9'',101.0,8' 5'',7.5,8.5,8.75,33.0,37.0,11.34,0.0,3.31
203122,Kevin Murphy,2012,2,17,47,1610612762,Utah,Jazz,UTA,Tennessee Tech,[College/University],SG,77.0,6' 5'',78.25,6' 6.25'',194.0,78.75,6' 6.75'',99.0,8' 3'',5.8,8.5,8.5,31.0,36.5,10.97,0.0,3.42
203124,Kyle O'Quinn,2012,2,19,49,1610612753,Orlando,Magic,ORL,Norfolk State,[College/University],PF,80.5,6' 8.5'',82.0,6' 10'',240.8,88.75,7' 4.75'',106.5,8' 10.5'',8.0,9.5,10.0,31.5,31.5,11.65,0.0,3.53
203126,Kris Joseph,2012,2,21,51,1610612738,Boston,Celtics,BOS,Syracuse,[College/University],SG,78.0,6' 6'',79.0,6' 7'',215.0,83.0,6' 11'',104.0,8' 8'',8.6,9.0,9.0,28.5,35.0,0.0,0.0,3.46
203130,Darius Johnson-Odom,2012,2,25,55,1610612742,Dallas,Mavericks,DAL,Marquette,[College/University],SG,73.5,6' 1.5'',75.0,6' 3'',212.0,79.0,6' 7'',96.0,8' 0'',7.0,8.75,8.75,33.5,41.5,10.76,0.0,3.21
203133,Robbie Hummel,2012,2,28,58,1610612750,Minnesota,Timberwolves,MIN,Purdue,[College/University],SF,79.25,6' 7.25'',80.5,6' 8.5'',218.0,80.5,6' 8.5'',102.0,8' 6'',9.4,8.5,9.5,27.5,30.0,11.56,0.0,3.41
203134,Marcus Denmon,2012,2,29,59,1610612759,San Antonio,Spurs,SAS,Missouri,[College/University],SG,74.25,6' 2.25'',75.25,6' 3.25'',188.2,77.0,6' 5'',94.5,7' 10.5'',6.6,8.25,9.75,33.5,40.0,10.82,0.0,3.19
203506,Victor Oladipo,2013,1,2,2,1610612753,Orlando,Magic,ORL,Indiana,[College/University],SG,75.25,6' 3.25'',76.25,6' 4.25'',213.2,81.25,6' 9.25'',100.5,8' 4.5'',6.55,8.75,9.25,33.0,42.0,10.69,3.14,3.25
203490,Otto Porter Jr.,2013,1,3,3,1610612764,Washington,Wizards,WAS,Georgetown,[College/University],SF,79.5,6' 7.5'',80.5,6' 8.5'',197.6,85.5,7' 1.5'',105.5,8' 9.5'',6.65,8.75,9.25,27.0,36.0,11.25,3.06,3.4
203469,Cody Zeller,2013,1,4,4,1610612766,Charlotte,Bobcats,CHA,Indiana,[College/University],C-PF,82.75,6' 10.75'',84.25,7' 0.25'',230.0,82.75,6' 10.75'',106.0,8' 10'',4.75,8.5,10.5,35.5,37.5,10.82,2.69,3.15
203458,Alex Len,2013,1,5,5,1610612756,Phoenix,Suns,PHX,Maryland,[College/University],C,0.0,0,0.0,0,0.0,87.5,7' 3.5'',0.0,0,6.4,9.0,10.75,0.0,0.0,0.0,0.0,0.0
203457,Nerlens Noel,2013,1,6,6,1610612740,New Orleans,Pelicans,NOP,Kentucky,[College/University],C,82.0,6' 10'',83.75,6' 11.75'',206.4,87.75,7' 3.75'',110.0,9' 2'',4.15,9.5,10.0,0.0,0.0,0.0,0.0,0.0
203463,Ben McLemore,2013,1,7,7,1610612758,Sacramento,Kings,SAC,Kansas,[College/University],SG,75.5,6' 3.5'',76.75,6' 4.75'',189.2,79.75,6' 7.75'',100.5,8' 4.5'',5.0,8.75,9.5,32.5,42.0,11.87,3.11,3.27
203484,Kentavious Caldwell-Pope,2013,1,8,8,1610612765,Detroit,Pistons,DET,Georgia,[College/University],SG,76.5,6' 4.5'',77.5,6' 5.5'',203.6,80.0,6' 8'',100.5,8' 4.5'',6.45,8.5,9.0,29.0,34.5,10.6,3.2,3.12
203504,Trey Burke,2013,1,9,9,1610612750,Minnesota,Timberwolves,MIN,Michigan,[College/University],PG,71.75,5' 11.75'',73.25,6' 1.25'',187.0,77.5,6' 5.5'',97.5,8' 1.5'',6.9,8.25,8.75,29.5,36.5,11.2,3.01,3.16
203468,CJ McCollum,2013,1,10,10,1610612757,Portland,Trail Blazers,POR,Lehigh,[College/University],PG-SG,74.25,6' 2.25'',75.25,6' 3.25'',197.0,78.25,6' 6.25'',96.5,8' 0.5'',8.6,8.0,9.5,32.0,38.5,11.02,2.91,3.32
203487,Michael Carter-Williams,2013,1,11,11,1610612755,Philadelphia,76ers,PHI,Syracuse,[College/University],PG,76.75,6' 4.75'',77.75,6' 5.75'',184.4,79.25,6' 7.25'',101.0,8' 5'',4.4,7.5,8.5,31.5,41.0,10.68,3.7,3.22
203500,Steven Adams,2013,1,12,12,1610612760,Oklahoma City,Thunder,OKC,Pittsburgh,[College/University],C,82.75,6' 10.75'',84.0,7' 0'',254.5,88.5,7' 4.5'',109.5,9' 1.5'',6.65,9.5,11.0,28.5,33.0,11.85,3.02,3.4
203482,Kelly Olynyk,2013,1,13,13,1610612742,Dallas,Mavericks,DAL,Gonzaga,[College/University],PF-C,82.75,6' 10.75'',84.0,7' 0'',234.0,81.75,6' 9.75'',108.0,9' 0'',6.65,8.5,10.0,24.5,29.5,11.42,2.99,3.59
203498,Shabazz Muhammad,2013,1,14,14,1610612762,Utah,Jazz,UTA,California-Los Angeles,[College/University],SF-SG,76.75,6' 4.75'',78.25,6' 6.25'',221.8,83.0,6' 11'',104.5,8' 8.5'',9.0,9.0,10.0,29.5,37.0,10.99,2.93,3.32
203471,Dennis Schroder,2013,1,17,17,1610612737,Atlanta,Hawks,ATL,Basketball Lowen Braunschweig (Germany),[Other Team/Club],PG,73.0,6' 1'',74.0,6' 2'',164.8,79.75,6' 7.75'',98.0,8' 2'',4.1,8.75,10.5,30.0,34.0,11.09,2.86,3.21
203499,Shane Larkin,2013,1,18,18,1610612737,Atlanta,Hawks,ATL,Miami (FL),[College/University],PG,70.25,5' 10.25'',71.5,5' 11.5'',170.8,70.75,5' 10.75'',89.5,7' 5.5'',3.8,7.5,8.75,34.5,44.0,10.64,3.03,3.08
203503,Tony Snell,2013,1,20,20,1610612741,Chicago,Bulls,CHI,New Mexico,[College/University],SF-SG,78.0,6' 6'',79.25,6' 7.25'',198.2,83.5,6' 11.5'',105.5,8' 9.5'',4.85,9.0,9.5,30.0,36.5,11.36,2.84,3.25
203476,Gorgui Dieng,2013,1,21,21,1610612762,Utah,Jazz,UTA,Louisville,[College/University],C,81.75,6' 9.75'',82.75,6' 10.75'',229.6,87.5,7' 3.5'',111.5,9' 3.5'',5.35,9.0,10.0,0.0,0.0,0.0,0.0,0.0
203486,Mason Plumlee,2013,1,22,22,1610612751,Brooklyn,Nets,BKN,Duke,[College/University],C-PF,83.25,6' 11.25'',84.5,7' 0.5'',238.2,83.0,6' 11'',108.0,9' 0'',6.15,9.75,9.5,30.5,36.0,10.89,2.76,3.29
203524,Solomon Hill,2013,1,23,23,1610612754,Indiana,Pacers,IND,Arizona,[College/University],SF,77.5,6' 5.5'',79.0,6' 7'',226.0,81.0,6' 9'',103.0,8' 7'',7.6,9.0,10.5,29.5,37.5,10.77,2.91,3.19
203501,Tim Hardaway Jr.,2013,1,24,24,1610612752,New York,Knicks,NYK,Michigan,[College/University],SG,76.5,6' 4.5'',78.25,6' 6.25'',199.4,79.0,6' 7'',101.0,8' 5'',6.05,8.0,9.25,31.5,37.5,10.68,2.93,3.25
203493,Reggie Bullock,2013,1,25,25,1610612746,Los Angeles,Clippers,LAC,North Carolina,[College/University],SG-SF,77.75,6' 5.75'',79.0,6' 7'',199.8,80.75,6' 8.75'',102.0,8' 6'',6.95,8.5,9.0,31.0,36.5,11.33,3.3,3.31
203460,Andre Roberson,2013,1,26,26,1610612750,Minnesota,Timberwolves,MIN,Colorado,[College/University],PF-SF,78.25,6' 6.25'',79.0,6' 7'',205.8,83.0,6' 11'',104.5,8' 8.5'',7.05,8.75,9.5,30.0,36.5,11.36,3.02,3.34
203497,Rudy Gobert,2013,1,27,27,1610612743,Denver,Nuggets,DEN,Cholet Basket (France),[Other Team/Club],C,84.5,7' 0.5'',86.0,7' 2'',237.6,92.5,7' 8.5'',115.0,9' 7'',4.4,9.75,10.0,25.0,29.0,12.85,3.19,3.57
203462,Archie Goodwin,2013,1,29,29,1610612760,Oklahoma City,Thunder,OKC,Kentucky,[College/University],SG,75.75,6' 3.75'',77.25,6' 5.25'',189.0,81.5,6' 9.5'',102.0,8' 6'',4.55,8.5,9.0,30.0,36.0,10.75,3.41,3.27
203459,Allen Crabbe,2013,2,1,31,1610612739,Cleveland,Cavaliers,CLE,California,[College/University],SG,77.25,6' 5.25'',78.25,6' 6.25'',197.4,83.25,6' 11.25'',103.5,8' 7.5'',4.65,8.25,8.5,30.5,36.0,10.67,3.1,3.32
203467,Carrick Felix,2013,2,3,33,1610612739,Cleveland,Cavaliers,CLE,Arizona State,[College/University],SF-SG,76.75,6' 4.75'',78.25,6' 6.25'',202.6,81.25,6' 9.25'',103.5,8' 7.5'',3.3,8.5,9.5,32.0,38.5,11.16,3.09,3.25
203477,Isaiah Canaan,2013,2,4,34,1610612745,Houston,Rockets,HOU,Murray State,[College/University],PG,71.0,5' 11'',72.0,6' 0'',188.4,76.5,6' 4.5'',94.5,7' 10.5'',5.9,8.25,9.5,33.0,40.5,10.98,2.89,3.22
203318,Glen Rice,2013,2,5,35,1610612755,Philadelphia,76ers,PHI,Michigan,[College/University],SF-SG,76.5,6' 4.5'',77.75,6' 5.75'',210.8,81.25,6' 9.25'',101.5,8' 5.5'',8.45,8.5,9.0,33.0,40.5,10.99,3.08,3.25
203492,Ray McCallum,2013,2,6,36,1610612758,Sacramento,Kings,SAC,Detroit Mercy,[College/University],PG,72.25,6' 0.25'',73.75,6' 1.75'',191.4,75.25,6' 3.25'',96.5,8' 0.5'',7.3,8.0,8.75,30.5,40.0,10.82,3.08,3.25
203502,Tony Mitchell,2013,2,7,37,1610612765,Detroit,Pistons,DET,North Texas,[College/University],PF-SF,79.5,6' 7.5'',80.75,6' 8.75'',236.4,86.5,7' 2.5'',106.5,8' 10.5'',5.55,9.0,10.0,33.5,38.0,11.82,3.25,3.52
203489,Nate Wolters,2013,2,8,38,1610612764,Washington,Wizards,WAS,South Dakota State,[College/University],PG,75.5,6' 3.5'',76.75,6' 4.75'',196.4,75.75,6' 3.75'',98.0,8' 2'',5.5,8.25,8.75,0.0,0.0,0.0,0.0,0.0
203481,Jeff Withey,2013,2,9,39,1610612757,Portland,Trail Blazers,POR,Kansas,[College/University],C,82.75,6' 10.75'',84.5,7' 0.5'',221.8,86.0,7' 2'',110.5,9' 2.5'',8.65,9.0,9.75,26.5,29.0,12.49,3.29,3.47
203511,Grant Jerrett,2013,2,10,40,1610612757,Portland,Trail Blazers,POR,Arizona,[College/University],PF,80.75,6' 8.75'',82.25,6' 10.25'',232.0,86.0,7' 2'',109.0,9' 1'',10.05,8.5,9.25,28.5,34.0,11.85,3.23,3.51
203479,Jamaal Franklin,2013,2,11,41,1610612763,Memphis,Grizzlies,MEM,San Diego State,[College/University],SG-SF,76.0,6' 4'',77.25,6' 5.25'',190.8,83.25,6' 11.25'',103.5,8' 7.5'',8.25,8.5,8.25,0.0,0.0,0.0,0.0,0.0
203510,Pierre Jackson,2013,2,12,42,1610612755,Philadelphia,76ers,PHI,Baylor,[College/University],PG,69.5,5' 9.5'',70.5,5' 10.5'',176.0,70.0,5' 10'',90.0,7' 6'',4.5,7.5,8.25,0.0,0.0,0.0,0.0,0.0
203495,Ricky Ledo,2013,2,13,43,1610612749,Milwaukee,Bucks,MIL,Providence,[College/University],SG,76.75,6' 4.75'',78.0,6' 6'',197.2,79.25,6' 7.25'',102.5,8' 6.5'',10.25,8.5,9.25,27.0,33.5,10.72,3.16,3.32
203488,Mike Muscala,2013,2,14,44,1610612742,Dallas,Mavericks,DAL,Bucknell,[College/University],C-PF,82.25,6' 10.25'',83.5,6' 11.5'',230.2,85.0,7' 1'',108.0,9' 0'',6.8,8.5,9.0,28.0,33.5,11.76,2.99,3.44
203475,Erick Green,2013,2,16,46,1610612762,Utah,Jazz,UTA,Virginia Tech,[College/University],PG,73.5,6' 1.5'',75.0,6' 3'',178.2,77.75,6' 5.75'',98.0,8' 2'',4.35,8.5,9.0,0.0,0.0,0.0,0.0,0.0
203527,Ryan Kelly,2013,2,18,48,1610612747,Los Angeles,Lakers,LAL,Duke,[College/University],PF,81.75,6' 9.75'',83.75,6' 11.75'',228.0,83.5,6' 11.5'',110.0,9' 2'',14.75,9.0,10.0,0.0,0.0,0.0,0.0,0.0
203513,Erik Murphy,2013,2,19,49,1610612741,Chicago,Bulls,CHI,Florida,[College/University],PF,80.75,6' 8.75'',81.5,6' 9.5'',239.8,82.5,6' 10.5'',108.0,9' 0'',7.95,8.75,9.75,24.5,29.5,12.19,2.96,3.57
203516,James Ennis III,2013,2,20,50,1610612737,Atlanta,Hawks,ATL,Long Beach State,[College/University],SF,77.75,6' 5.75'',79.0,6' 7'',200.8,83.5,6' 11.5'',104.5,8' 8.5'',4.5,8.5,8.75,29.5,36.5,11.55,3.06,3.4
203485,Lorenzo Brown,2013,2,22,52,1610612750,Minnesota,Timberwolves,MIN,North Carolina State,[College/University],PG,76.0,6' 4'',77.25,6' 5.25'',189.2,79.0,6' 7'',100.0,8' 4'',3.95,8.25,8.5,28.0,34.0,11.78,3.24,3.4
203470,Colton Iverson,2013,2,23,53,1610612754,Indiana,Pacers,IND,Colorado State,[College/University],C,82.5,6' 10.5'',84.0,7' 0'',262.8,86.0,7' 2'',110.0,9' 2'',9.6,9.25,9.5,26.5,30.0,11.52,3.04,3.52
203491,Peyton Siva,2013,2,26,56,1610612765,Detroit,Pistons,DET,Louisville,[College/University],PG,71.5,5' 11.5'',73.0,6' 1'',180.6,75.0,6' 3'',93.0,7' 9'',6.05,8.0,9.75,33.5,41.5,10.59,2.93,3.16
203472,Deshaun Thomas,2013,2,28,58,1610612759,San Antonio,Spurs,SAS,Ohio State,[College/University],SF,77.0,6' 5'',79.0,6' 7'',219.8,82.0,6' 10'',104.0,8' 8'',9.1,8.0,8.75,28.5,32.0,12.94,3.38,3.53
1626156,D'Angelo Russell,2015,1,2,2,1610612747,Los Angeles,Lakers,LAL,Ohio State,[College/University],PG-SG,75.25,6' 3.25'',77.0,6' 5'',193.4,81.75,6' 9.75'',102.0,8' 6'',8.3,8.75,9.75,0.0,0.0,0.0,0.0,0.0
1626161,Willie Cauley-Stein,2015,1,6,6,1610612758,Sacramento,Kings,SAC,Kentucky,[College/University],C,83.25,6' 11.25'',84.5,7' 0.5'',242.4,87.0,7' 3'',111.0,9' 3'',6.3,9.5,9.0,0.0,0.0,0.0,0.0,0.0
1626169,Stanley Johnson,2015,1,8,8,1610612765,Detroit,Pistons,DET,Arizona,[College/University],SF,77.0,6' 5'',78.5,6' 6.5'',241.8,83.5,6' 11.5'',102.0,8' 6'',7.5,9.0,9.0,0.0,0.0,0.0,0.0,0.0
1626163,Frank Kaminsky,2015,1,9,9,1610612766,Charlotte,Hornets,CHA,Wisconsin,[College/University],C-PF,83.75,6' 11.75'',84.75,7' 0.75'',231.2,83.0,6' 11'',109.5,9' 1.5'',9.4,8.5,9.5,0.0,0.0,0.0,0.0,0.0
1626159,Justise Winslow,2015,1,10,10,1610612748,Miami,Heat,MIA,Duke,[College/University],SF,76.5,6' 4.5'',78.5,6' 6.5'',221.8,82.25,6' 10.25'',104.5,8' 8.5'',5.3,8.5,9.25,0.0,0.0,0.0,0.0,0.0
1626167,Myles Turner,2015,1,11,11,1610612754,Indiana,Pacers,IND,Texas,[College/University],C-PF,81.75,6' 9.75'',83.5,6' 11.5'',238.6,88.0,7' 4'',112.0,9' 4'',9.3,9.25,9.25,0.0,0.0,0.0,0.0,0.0
1626168,Trey Lyles,2015,1,12,12,1610612762,Utah,Jazz,UTA,Kentucky,[College/University],PF,81.0,6' 9'',82.25,6' 10.25'',241.2,85.5,7' 1.5'',108.0,9' 0'',12.1,9.25,10.25,0.0,0.0,0.0,0.0,0.0
1626164,Devin Booker,2015,1,13,13,1610612756,Phoenix,Suns,PHX,Kentucky,[College/University],SG,76.5,6' 4.5'',77.75,6' 5.75'',205.8,80.25,6' 8.25'',102.5,8' 6.5'',8.3,8.75,9.0,27.5,34.5,10.27,2.75,3.28
1626166,Cameron Payne,2015,1,14,14,1610612760,Oklahoma City,Thunder,OKC,Murray State,[College/University],PG,72.75,6' 0.75'',73.5,6' 1.5'',182.8,79.25,6' 7.25'',97.5,8' 1.5'',6.3,8.5,8.25,29.75,35.5,10.9,2.93,3.28
1626162,Kelly Oubre Jr.,2015,1,15,15,1610612737,Atlanta,Hawks,ATL,Kansas,[College/University],SF-SG,77.75,6' 5.75'',78.75,6' 6.75'',202.8,86.25,7' 2.25'',102.5,8' 6.5'',5.7,9.0,8.75,34.5,37.0,11.09,3.12,3.32
1626179,Terry Rozier,2015,1,16,16,1610612738,Boston,Celtics,BOS,Louisville,[College/University],PG-SG,72.5,6' 0.5'',74.25,6' 2.25'',190.2,80.25,6' 8.25'',98.5,8' 2.5'',5.6,8.25,8.5,33.0,38.0,10.84,2.84,3.15
1626173,Rashad Vaughn,2015,1,17,17,1610612749,Milwaukee,Bucks,MIL,Nevada-Las Vegas,[College/University],SG,75.75,6' 3.75'',77.0,6' 5'',198.6,79.0,6' 7'',101.0,8' 5'',6.2,8.0,8.5,28.0,34.0,11.4,3.1,3.21
