primary_key_composed,player_id,player_name,position,age,team_abbreviation,GP,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season_id
1588_2021_MIL,1588,Sam Merrill,SG,24,MIL,9,0,6.1,0.4,1.1,0.4,0.4,0.9,0.5,0.0,0.2,0.0,0.6,0.2,0.2,1.0,0.3,0.8,1.1,1.1,0.1,0.0,0.3,0.3,1.6,2021
1538_2021_SAC,1538,Chimezie Metu,C,23,SAC,11,0,6.5,1.4,2.7,0.5,0.1,0.3,0.333,1.3,2.5,0.519,0.517,0.5,0.8,0.667,1.0,1.1,2.1,0.5,0.3,0.5,0.5,0.9,3.4,2021
1218_2021_MIL,1218,Khris Middleton,SF,29,MIL,28,28,33.0,7.5,14.6,0.51,2.4,5.5,0.442,5.0,9.1,0.551,0.593,3.0,3.3,0.902,0.7,5.1,5.8,5.8,1.0,0.1,2.5,2.8,20.3,2021
312_2021_OKC,312,Darius Miller,SF,30,OKC,12,0,9.3,0.9,2.0,0.458,0.8,1.8,0.429,0.2,0.3,0.667,0.646,0.3,0.3,1.0,0.1,1.2,1.3,0.8,0.4,0.3,0.4,0.8,2.8,2021
937_2021_SAS,937,Patty Mills,PG,32,SAS,27,0,25.4,4.7,10.5,0.449,2.6,6.5,0.4,2.1,4.0,0.528,0.572,1.2,1.3,0.943,0.3,1.6,1.9,2.7,0.7,0.0,1.0,1.4,13.2,2021
939_2021_DEN,939,Paul Millsap,PF,35,DEN,26,26,23.9,3.8,7.3,0.524,1.2,3.0,0.41,2.6,4.3,0.604,0.608,1.6,2.3,0.695,1.6,3.6,5.2,1.7,0.8,0.5,1.0,2.1,10.4,2021
1524_2021_PHI,1524,Shake Milton,SG,24,PHI,22,1,24.4,4.9,10.9,0.452,1.0,3.3,0.306,3.9,7.6,0.515,0.498,3.2,3.6,0.875,0.5,1.4,1.9,3.0,0.7,0.2,1.5,2.2,14.0,2021
1238_2021_UTA,1238,Donovan Mitchell,SG,24,UTA,27,27,33.6,8.3,19.4,0.427,3.4,8.6,0.391,4.9,10.8,0.457,0.514,4.2,5.1,0.832,1.0,3.4,4.4,5.1,0.9,0.4,3.0,2.2,24.2,2021
317_2021_CHI,317,Adam Mokoka,SG,22,CHI,7,0,6.0,0.7,2.0,0.357,0.1,1.1,0.125,0.6,0.9,0.667,0.393,0.0,0.0,0.0,0.1,0.4,0.6,0.6,0.3,0.1,0.3,0.7,1.6,2021
1332_2021_CHO,1332,Malik Monk,SG,22,CHO,15,0,21.1,3.6,8.0,0.45,2.2,4.4,0.5,1.4,3.6,0.389,0.588,1.1,1.3,0.85,0.3,2.0,2.3,1.8,0.3,0.1,1.1,1.3,10.5,2021
319_2021_PHO,319,E'Twaun Moore,SG,31,PHO,14,1,16.2,2.3,5.2,0.438,0.4,1.4,0.263,1.9,3.9,0.5,0.473,0.4,0.6,0.75,0.4,1.1,1.4,1.6,0.8,0.1,0.9,1.6,5.4,2021
1309_2021_MEM,1309,Ja Morant,PG,21,MEM,16,16,30.3,6.8,14.9,0.458,0.8,3.3,0.25,6.0,11.6,0.516,0.485,4.3,5.4,0.802,0.8,2.3,3.1,8.3,0.9,0.3,3.2,1.4,18.8,2021
954_2021_UTA,954,Juwan Morgan,PF,23,UTA,12,0,5.3,0.5,1.1,0.462,0.3,0.8,0.333,0.3,0.3,0.75,0.577,0.0,0.3,0.0,0.3,0.8,1.1,0.3,0.3,0.0,0.2,0.9,1.3,2021
1286_2021_LAC,1286,Marcus Morris,PF,31,LAC,21,2,25.0,4.5,10.0,0.45,2.5,5.0,0.5,2.0,5.0,0.4,0.576,1.7,1.9,0.897,0.8,3.0,3.8,0.9,0.6,0.3,1.0,1.8,13.2,2021
1463_2021_LAL,1463,Markieff Morris,PF,31,LAL,23,2,15.3,1.6,4.0,0.387,0.9,2.7,0.323,0.7,1.3,0.516,0.495,0.6,0.8,0.722,0.6,2.9,3.5,0.9,0.2,0.3,0.5,1.5,4.6,2021
1337_2021_DEN,1337,Monte Morris,PG,25,DEN,27,3,26.0,4.1,8.5,0.489,1.3,3.2,0.391,2.9,5.3,0.549,0.563,1.2,1.7,0.702,0.3,1.9,2.1,3.3,0.7,0.3,0.6,0.8,10.8,2021
961_2021_GSW,961,Mychal Mulder,PG,26,GSW,28,1,10.8,1.4,3.0,0.476,1.1,2.6,0.444,0.3,0.4,0.667,0.667,0.3,0.4,0.636,0.0,0.9,0.9,0.4,0.2,0.2,0.2,1.0,4.3,2021
1279_2021_SAS,1279,Dejounte Murray,PG,24,SAS,27,27,30.4,6.2,13.9,0.447,1.0,3.3,0.315,5.1,10.6,0.488,0.484,1.7,2.1,0.81,0.6,6.6,7.2,5.0,1.6,0.1,1.7,2.1,15.1,2021
1235_2021_DEN,1235,Jamal Murray,PG,23,DEN,26,26,34.9,7.2,15.9,0.452,2.3,6.3,0.358,4.9,9.6,0.514,0.523,2.8,3.4,0.809,0.7,3.6,4.3,4.5,1.1,0.3,2.3,2.1,19.4,2021
1442_2021_OKC,1442,Mike Muscala,C,29,OKC,26,0,19.0,3.4,7.6,0.444,2.0,5.3,0.38,1.4,2.3,0.59,0.576,1.1,1.2,0.906,0.5,3.2,3.7,0.9,0.3,0.3,0.7,1.5,9.9,2021
329_2021_DET,329,Sviatoslav Mykhailiuk,SF,23,DET,27,0,15.4,2.1,5.6,0.38,1.4,4.3,0.322,0.7,1.3,0.571,0.503,0.8,0.9,0.875,0.3,1.6,1.9,1.2,0.6,0.2,0.7,0.9,6.4,2021
967_2021_PHO,967,Abdel Nader,SF,27,PHO,12,0,14.3,2.6,5.2,0.5,0.8,2.1,0.4,1.8,3.1,0.568,0.581,1.2,1.5,0.778,0.0,2.4,2.4,0.9,0.4,0.1,0.7,1.1,7.2,2021
969_2021_CLE,969,Larry Nance Jr.,PF,28,CLE,19,18,33.4,3.7,7.6,0.483,1.3,3.3,0.381,2.4,4.3,0.561,0.566,0.6,1.1,0.571,1.4,5.4,6.8,3.2,1.9,0.5,1.5,2.2,9.3,2021
1436_2021_BOS,1436,Aaron Nesmith,SF,21,BOS,13,0,14.7,1.2,3.6,0.34,0.9,2.9,0.316,0.3,0.7,0.444,0.468,0.4,0.5,0.714,0.5,1.8,2.3,0.5,0.0,0.3,0.7,1.8,3.8,2021
1487_2021_WAS,1487,Raul Neto,PG,28,WAS,21,6,18.9,3.1,6.7,0.468,1.0,2.7,0.368,2.1,4.0,0.536,0.543,0.8,1.0,0.8,0.5,1.8,2.2,1.7,1.0,0.1,0.6,1.3,8.0,2021
1443_2021_UTA,1443,Georges Niang,PF,27,UTA,29,0,13.1,1.8,4.7,0.39,1.0,3.2,0.323,0.8,1.5,0.535,0.5,0.2,0.2,1.0,0.3,1.9,2.2,0.8,0.4,0.1,0.7,1.5,4.9,2021
1482_2021_DEN,1482,Zeke Nnaji,PF,20,DEN,15,0,7.5,1.1,2.1,0.5,0.7,1.3,0.5,0.4,0.8,0.5,0.656,0.1,0.3,0.5,0.3,0.5,0.9,0.0,0.1,0.1,0.0,0.5,2.9,2021
1335_2021_NYK,1335,Nerlens Noel,C,26,NYK,25,3,19.0,1.8,3.1,0.564,0.0,0.1,0.0,1.8,3.0,0.579,0.564,0.5,0.9,0.545,1.7,3.6,5.3,0.5,0.9,1.9,0.9,2.2,4.0,2021
1534_2021_MIN,1534,Jaylen Nowell,SG,21,MIN,15,0,15.7,3.5,7.7,0.457,1.1,3.2,0.354,2.4,4.5,0.529,0.53,1.5,1.9,0.786,0.5,1.2,1.7,0.9,0.4,0.3,0.6,1.8,9.7,2021
1518_2021_NYK,1518,Frank Ntilikina,PG,22,NYK,4,0,10.5,1.5,3.5,0.429,1.3,2.3,0.556,0.3,1.3,0.2,0.607,0.3,0.8,0.333,0.3,0.8,1.0,0.8,0.8,0.0,0.5,1.8,4.5,2021
1396_2021_MIA,1396,Kendrick Nunn,PG,25,MIA,20,8,28.4,5.4,11.3,0.473,1.9,5.5,0.349,3.5,5.9,0.59,0.558,1.1,1.2,0.875,0.5,2.8,3.2,2.3,1.1,0.2,2.1,1.8,13.7,2021
340_2021_POR,340,Jusuf Nurkić,C,26,POR,12,12,23.3,4.2,8.6,0.485,0.3,1.0,0.25,3.9,7.6,0.516,0.5,1.3,2.3,0.556,1.9,5.8,7.7,2.8,0.9,0.9,1.9,2.8,9.8,2021
981_2021_HOU,981,David Nwaba,SF,28,HOU,24,9,23.3,3.4,7.0,0.482,0.6,2.2,0.264,2.8,4.8,0.583,0.524,1.4,2.1,0.68,1.2,2.5,3.7,1.1,1.1,0.8,0.6,2.1,8.8,2021
1473_2021_MIL,1473,Jordan Nwora,SF,22,MIL,10,0,8.2,1.7,3.7,0.459,0.8,1.6,0.5,0.9,2.1,0.429,0.568,0.9,1.0,0.9,0.1,1.4,1.5,0.0,0.4,0.2,1.0,0.9,5.1,2021
1336_2021_UTA,1336,Royce O'Neale,SF,27,UTA,29,29,32.6,2.7,5.8,0.462,1.8,4.1,0.429,0.9,1.7,0.54,0.612,0.8,0.9,0.846,1.1,5.7,6.9,2.3,0.8,0.7,1.1,2.9,7.9,2021
985_2021_BOS,985,Semi Ojeleye,PF,26,BOS,27,6,19.6,2.0,4.7,0.414,1.3,3.3,0.378,0.7,1.4,0.5,0.547,0.7,0.9,0.72,0.6,2.5,3.1,0.9,0.3,0.0,0.4,1.2,5.9,2021
345_2021_DET,345,Jahlil Okafor,C,25,DET,12,0,10.0,2.1,3.5,0.595,0.0,0.3,0.0,2.1,3.3,0.641,0.595,0.1,0.2,0.5,1.1,1.2,2.3,0.3,0.2,0.2,0.3,0.8,4.3,2021
1445_2021_ORL,1445,Chuma Okeke,PF,22,ORL,13,0,21.7,1.7,4.5,0.379,0.7,2.2,0.31,1.0,2.2,0.448,0.457,0.2,0.5,0.5,1.2,2.2,3.4,2.1,0.8,0.3,0.7,1.0,4.3,2021
1530_2021_MIN,1530,Josh Okogie,SG,22,MIN,23,18,20.3,1.7,4.8,0.345,0.4,2.0,0.217,1.2,2.8,0.438,0.391,1.3,1.7,0.763,1.0,1.6,2.6,1.2,0.8,0.6,0.7,1.9,5.0,2021
1375_2021_ATL,1375,Onyeka Okongwu,C,20,ATL,9,1,10.3,1.1,2.1,0.526,0.0,0.0,0.0,1.1,2.1,0.526,0.526,0.8,1.3,0.583,0.7,2.1,2.8,0.4,0.4,0.7,0.6,1.7,3.0,2021
1366_2021_CLE,1366,Isaac Okoro,SG,20,CLE,24,24,33.0,2.8,7.1,0.388,0.7,2.7,0.25,2.1,4.4,0.472,0.435,1.3,1.9,0.674,0.9,1.5,2.4,1.9,1.1,0.4,1.4,2.9,7.5,2021
1540_2021_MIA,1540,KZ Okpala,PF,21,MIA,14,5,12.0,0.9,2.2,0.387,0.5,1.4,0.368,0.4,0.9,0.417,0.5,0.1,0.4,0.333,0.3,1.1,1.4,0.4,0.2,0.1,0.6,1.4,2.4,2021
1345_2021_IND,1345,Victor Oladipo,SG,28,IND,9,9,33.3,7.1,16.9,0.421,2.8,7.7,0.362,4.3,9.2,0.47,0.503,3.0,4.1,0.73,0.1,5.6,5.7,4.2,1.7,0.2,2.0,2.6,20.0,2021
1345_2021_HOU,1345,Victor Oladipo,SG,28,HOU,11,11,30.9,6.9,17.9,0.386,2.1,7.0,0.299,4.8,10.9,0.442,0.444,2.5,3.3,0.75,0.3,4.5,4.8,4.9,1.1,0.5,2.4,2.3,18.4,2021
1305_2021_MIA,1305,Kelly Olynyk,C,29,MIA,27,22,26.0,3.6,8.5,0.424,2.1,6.1,0.343,1.5,2.3,0.635,0.548,0.6,0.8,0.714,1.0,4.8,5.8,2.0,0.8,0.7,1.3,2.6,9.9,2021
995_2021_UTA,995,Miye Oni,SG,23,UTA,23,0,8.0,0.4,1.3,0.323,0.4,1.1,0.346,0.0,0.2,0.2,0.468,0.2,0.3,0.833,0.5,1.3,1.8,0.3,0.1,0.2,0.3,1.1,1.5,2021
1360_2021_CLE,1360,Cedi Osman,SF,25,CLE,29,13,26.4,4.1,10.9,0.381,2.1,6.1,0.341,2.1,4.8,0.432,0.476,1.1,1.4,0.786,0.7,2.7,3.3,2.6,0.9,0.1,1.0,2.1,11.5,2021
997_2021_LAC,997,Daniel Oturu,C,21,LAC,10,0,4.2,0.9,1.5,0.6,0.0,0.1,0.0,0.9,1.4,0.643,0.6,0.2,0.2,1.0,0.5,0.9,1.4,0.4,0.0,0.3,0.2,0.6,2.0,2021
998_2021_GSW,998,Kelly Oubre Jr.,SF,25,GSW,29,29,29.4,5.2,12.7,0.41,1.7,5.3,0.31,3.6,7.3,0.484,0.476,2.2,2.9,0.759,1.4,4.5,5.9,1.4,1.1,0.8,1.4,2.4,14.2,2021
1003_2021_GSW,1003,Eric Paschall,PF,24,GSW,26,2,17.7,3.9,7.7,0.507,0.5,1.4,0.333,3.5,6.3,0.545,0.537,1.7,2.4,0.714,0.9,2.5,3.4,1.3,0.2,0.1,0.8,1.7,10.0,2021
359_2021_WAS,359,Anžejs Pasečņiks,C,25,WAS,1,0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0,2021
360_2021_LAC,360,Patrick Patterson,PF,31,LAC,10,1,13.0,1.6,3.8,0.421,1.0,2.8,0.357,0.6,1.0,0.6,0.553,0.3,0.4,0.75,0.4,1.6,2.0,0.5,0.3,0.1,0.7,1.3,4.5,2021
1247_2021_PHO,1247,Chris Paul,PG,35,PHO,26,26,32.4,6.5,13.4,0.489,1.5,4.0,0.369,5.1,9.4,0.539,0.543,2.7,2.7,0.972,0.6,4.1,4.7,8.2,1.2,0.3,2.3,2.7,17.2,2021
1381_2021_PHO,1381,Cameron Payne,PG,26,PHO,16,0,17.2,2.6,5.6,0.461,0.9,2.4,0.395,1.6,3.2,0.51,0.545,0.6,0.6,1.0,0.1,1.8,1.9,3.6,0.6,0.2,1.2,2.1,6.6,2021
1006_2021_NYK,1006,Elfrid Payton,PG,26,NYK,30,30,27.7,5.2,11.8,0.441,0.5,1.9,0.25,4.7,9.9,0.477,0.46,1.4,1.9,0.719,1.3,2.6,3.8,3.6,0.6,0.2,1.9,2.0,12.2,2021
1008_2021_BRK,1008,Norvel Pelle,F-C,27,BRK,3,0,9.3,1.0,2.3,0.429,0.0,0.0,0.0,1.0,2.3,0.429,0.429,0.0,0.0,0.0,1.0,1.3,2.3,0.0,0.0,1.0,1.0,3.0,2.0,2021
1010_2021_BRK,1010,Reggie Perry,PF,20,BRK,14,0,10.5,1.5,3.6,0.412,0.1,0.9,0.167,1.4,2.8,0.487,0.431,0.4,0.6,0.667,1.2,2.4,3.6,0.9,0.1,0.4,0.8,1.9,3.6,2021
1528_2021_NYK,1528,Theo Pinson,SG,25,NYK,9,0,2.3,0.1,0.8,0.143,0.0,0.7,0.0,0.1,0.1,1.0,0.143,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.2,2021
1338_2021_DET,1338,Mason Plumlee,C,30,DET,26,26,27.9,4.2,7.0,0.596,0.0,0.2,0.0,4.2,6.8,0.612,0.596,1.8,2.6,0.691,3.0,5.8,8.8,3.4,0.9,0.7,2.0,3.5,10.2,2021
1334_2021_SAS,1334,Jakob Poeltl,C,25,SAS,27,9,22.2,3.0,4.9,0.611,0.0,0.0,0.0,3.0,4.9,0.611,0.611,0.4,1.4,0.316,3.0,4.0,7.0,1.7,0.6,1.5,1.1,2.1,6.4,2021
369_2021_PHI,369,Vincent Poirier,C,27,PHI,4,0,4.5,0.3,0.8,0.333,0.0,0.0,0.0,0.3,0.8,0.333,0.333,0.5,1.0,0.5,0.5,0.5,1.0,0.3,0.0,0.5,0.3,0.3,1.0,2021
1448_2021_OKC,1448,Aleksej Pokusevski,PF,19,OKC,17,0,17.4,1.4,5.5,0.247,0.6,3.3,0.179,0.8,2.2,0.351,0.301,0.0,0.0,0.0,0.3,3.2,3.5,1.2,0.5,1.1,1.3,0.9,3.3,2021
1433_2021_GSW,1433,Jordan Poole,SG,21,GSW,15,0,9.5,1.7,4.1,0.426,0.9,2.6,0.333,0.9,1.5,0.591,0.533,1.2,1.3,0.947,0.1,1.1,1.2,0.9,0.2,0.1,0.5,0.9,5.5,2021
1019_2021_DEN,1019,Michael Porter Jr.,SF,22,DEN,18,11,27.0,5.1,10.8,0.474,2.1,5.7,0.373,3.0,5.1,0.587,0.572,1.3,1.7,0.8,1.2,4.9,6.1,1.1,1.1,1.2,1.1,2.3,13.7,2021
373_2021_CHI,373,Otto Porter,SF,27,CHI,16,6,23.3,4.0,9.0,0.444,1.8,4.4,0.4,2.3,4.6,0.486,0.542,1.9,2.3,0.833,1.3,5.0,6.3,2.0,0.6,0.2,0.9,1.6,11.6,2021
1318_2021_MIL,1318,Bobby Portis,C,25,MIL,28,1,21.8,5.0,9.0,0.556,1.1,2.2,0.484,3.9,6.8,0.579,0.615,0.7,1.0,0.679,2.0,5.3,7.3,1.1,0.9,0.4,0.8,2.0,11.8,2021
375_2021_DAL,375,Kristaps Porziņģis,C,25,DAL,17,17,29.9,7.8,16.4,0.473,2.2,6.4,0.352,5.5,10.1,0.55,0.541,2.8,3.2,0.855,2.1,6.2,8.2,1.3,0.4,1.6,1.2,3.3,20.5,2021
1315_2021_DAL,1315,Dwight Powell,C,29,DAL,17,6,16.3,1.4,2.8,0.511,0.1,0.4,0.143,1.4,2.4,0.575,0.521,1.8,2.6,0.689,1.2,2.4,3.6,0.9,0.8,0.4,0.6,2.4,4.7,2021
1282_2021_TOR,1282,Norman Powell,SG,27,TOR,26,15,28.3,5.5,11.8,0.464,2.3,5.3,0.424,3.2,6.5,0.497,0.56,3.0,3.4,0.876,0.4,2.5,2.9,1.5,1.1,0.2,1.4,2.0,16.3,2021
1364_2021_BRK,1364,Taurean Prince,PF,26,BRK,12,4,18.2,2.5,6.2,0.405,1.1,3.1,0.351,1.4,3.1,0.459,0.493,2.0,2.3,0.889,0.2,2.7,2.8,0.6,0.7,0.7,0.9,1.8,8.1,2021
1364_2021_CLE,1364,Taurean Prince,PF,26,CLE,15,6,24.9,3.1,8.0,0.383,1.7,3.9,0.431,1.4,4.1,0.339,0.488,1.4,1.7,0.808,0.7,3.6,4.3,2.6,0.7,0.7,1.3,1.9,9.2,2021
1502_2021_BOS,1502,Payton Pritchard,SG,23,BOS,22,1,21.5,3.0,6.3,0.475,1.5,3.5,0.41,1.5,2.8,0.557,0.59,0.5,0.6,0.923,0.5,2.0,2.5,2.4,0.6,0.2,1.3,2.0,8.0,2021
1494_2021_NYK,1494,Immanuel Quickley,PG,21,NYK,26,0,19.4,3.9,9.8,0.395,1.7,4.6,0.367,2.2,5.2,0.419,0.48,2.9,3.1,0.95,0.4,2.0,2.3,2.7,0.4,0.3,0.9,2.1,12.4,2021
1035_2021_SAC,1035,Jahmi'us Ramsey,SG,19,SAC,4,0,4.0,0.5,1.0,0.5,0.3,0.8,0.333,0.3,0.3,1.0,0.625,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.0,0.3,0.3,0.0,1.3,2021
383_2021_ORL,383,Chasson Randle,G,27,ORL,1,0,19.0,1.0,4.0,0.25,0.0,2.0,0.0,1.0,2.0,0.5,0.25,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,1.0,4.0,2.0,2021
1253_2021_NYK,1253,Julius Randle,PF,26,NYK,30,30,36.7,8.1,16.9,0.48,1.8,4.5,0.407,6.3,12.4,0.507,0.535,5.1,6.4,0.802,1.4,9.5,10.9,5.5,0.7,0.2,3.3,3.1,23.2,2021
1383_2021_ATL,1383,Cam Reddish,SF,21,ATL,24,19,28.8,3.8,10.1,0.376,1.3,4.9,0.265,2.5,5.2,0.48,0.44,2.6,3.2,0.805,0.8,3.2,4.0,1.4,1.1,0.3,1.3,2.7,11.5,2021
386_2021_NOP,386,J.J. Redick,SG,36,NOP,25,0,18.2,2.5,6.7,0.377,1.7,4.7,0.368,0.8,2.0,0.4,0.506,1.4,1.4,0.972,0.1,1.4,1.5,1.1,0.3,0.1,0.8,1.2,8.2,2021
1557_2021_PHI,1557,Paul Reed,PF,21,PHI,5,0,11.0,1.8,4.4,0.409,0.0,0.6,0.0,1.8,3.8,0.474,0.409,0.0,0.0,0.0,1.4,0.6,2.0,0.6,0.2,0.8,1.0,0.8,3.6,2021
1535_2021_MIN,1535,Naz Reid,C,21,MIN,27,13,21.5,4.9,9.3,0.524,1.1,2.7,0.397,3.8,6.6,0.576,0.582,1.7,2.3,0.73,1.3,3.6,4.9,1.3,0.7,1.2,1.1,3.1,12.5,2021
1554_2021_CHO,1554,Nick Richards,PF,23,CHO,8,0,2.9,0.4,0.8,0.5,0.0,0.0,0.0,0.4,0.8,0.5,0.5,0.6,0.8,0.833,0.3,0.5,0.8,0.0,0.0,0.0,0.1,0.5,1.4,2021
1308_2021_DAL,1308,Josh Richardson,SG,27,DAL,19,19,31.6,4.4,10.3,0.423,1.5,5.2,0.296,2.8,5.2,0.551,0.497,2.2,2.4,0.933,1.0,1.9,2.9,2.7,0.8,0.2,1.4,2.9,12.5,2021
1468_2021_NYK,1468,Austin Rivers,SG,28,NYK,21,2,21.0,2.8,6.4,0.43,1.3,3.7,0.364,1.4,2.8,0.517,0.533,0.5,0.7,0.714,0.2,2.0,2.2,2.0,0.6,0.0,1.0,1.5,7.3,2021
1281_2021_MIA,1281,Duncan Robinson,SF,26,MIA,28,28,33.3,4.0,9.7,0.415,3.3,8.4,0.389,0.8,1.4,0.579,0.583,1.3,1.5,0.854,0.0,3.8,3.8,1.5,0.4,0.3,1.5,2.3,12.6,2021
393_2021_SAC,393,Glenn Robinson III,SF,27,SAC,22,1,15.7,1.8,4.2,0.43,0.7,2.0,0.372,1.1,2.3,0.48,0.516,1.0,1.0,0.913,0.3,1.3,1.6,0.9,0.1,0.1,0.5,1.0,5.3,2021
394_2021_WAS,394,Jerome Robinson,SG,23,WAS,13,3,17.0,1.7,5.2,0.328,0.7,2.4,0.29,1.0,2.8,0.361,0.396,1.2,1.3,0.882,0.2,2.4,2.5,1.4,0.5,0.2,0.8,1.6,5.2,2021
1280_2021_NYK,1280,Mitchell Robinson,C,22,NYK,27,27,28.8,3.8,5.8,0.66,0.0,0.0,0.0,3.8,5.8,0.66,0.66,0.8,1.7,0.478,3.6,4.8,8.4,0.5,1.2,1.5,0.8,2.9,8.4,2021
1492_2021_OKC,1492,Isaiah Roby,PF,22,OKC,22,9,20.2,3.4,6.2,0.54,0.5,1.6,0.314,2.9,4.6,0.618,0.58,1.3,1.9,0.69,1.6,3.5,5.2,1.5,0.7,0.6,1.0,2.5,8.5,2021
1055_2021_ATL,1055,Rajon Rondo,PG,34,ATL,14,2,15.3,1.4,3.9,0.345,0.6,1.9,0.308,0.8,2.1,0.379,0.418,0.1,0.1,0.5,0.3,2.0,2.3,3.9,0.6,0.1,1.4,0.9,3.4,2021
1291_2021_DET,1291,Derrick Rose,PG,32,DET,15,0,22.8,5.3,12.3,0.429,0.9,2.6,0.333,4.4,9.7,0.455,0.465,2.8,3.3,0.84,0.4,1.5,1.9,4.2,1.2,0.3,1.9,1.1,14.2,2021
1291_2021_NYK,1291,Derrick Rose,G,32,NYK,5,0,20.6,4.2,10.0,0.42,0.6,1.8,0.333,3.6,8.2,0.439,0.45,2.2,2.6,0.846,0.2,2.6,2.8,3.4,1.0,0.6,1.6,0.8,11.2,2021
1311_2021_ORL,1311,Terrence Ross,SG,29,ORL,28,1,28.8,5.5,13.3,0.414,2.0,5.7,0.346,3.5,7.6,0.465,0.488,2.4,2.6,0.892,0.3,2.9,3.2,2.1,1.0,0.5,1.8,2.0,15.3,2021
1258_2021_CHO,1258,Terry Rozier,SG,26,CHO,26,26,33.3,7.5,15.2,0.49,3.4,7.7,0.445,4.0,7.5,0.536,0.602,2.2,2.8,0.795,0.6,3.5,4.1,3.0,1.3,0.5,1.7,2.0,20.6,2021
1385_2021_MIN,1385,Ricky Rubio,PG,30,MIN,27,12,25.1,2.5,6.7,0.37,0.6,2.1,0.276,1.9,4.6,0.415,0.414,1.6,2.0,0.83,0.4,3.0,3.4,6.5,1.3,0.0,2.1,2.2,7.2,2021
1237_2021_MIN,1237,D'Angelo Russell,PG,24,MIN,20,19,29.2,7.0,16.3,0.426,3.0,7.4,0.399,4.0,8.9,0.449,0.517,2.4,3.2,0.75,0.5,2.2,2.6,5.1,1.1,0.5,2.7,2.0,19.3,2021
1261_2021_IND,1261,Domantas Sabonis,PF,24,IND,29,29,36.4,8.2,15.5,0.528,1.0,2.8,0.358,7.2,12.7,0.565,0.56,4.1,5.8,0.71,2.8,8.8,11.6,5.7,1.0,0.7,3.4,3.6,21.5,2021
405_2021_SAS,405,Luka Šamanić,PF,21,SAS,4,0,2.8,0.5,1.5,0.333,0.5,0.8,0.667,0.0,0.8,0.0,0.5,0.3,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2021
406_2021_IND,406,JaKarr Sampson,PF,27,IND,13,0,6.0,0.8,1.9,0.44,0.0,0.2,0.0,0.8,1.7,0.5,0.44,0.6,0.8,0.8,0.5,1.5,2.0,0.0,0.1,0.2,0.2,0.7,2.3,2021
407_2021_PHO,407,Dario Šarić,PF,26,PHO,10,0,18.1,3.5,8.0,0.438,1.1,3.5,0.314,2.4,4.5,0.533,0.506,2.3,2.4,0.958,0.7,3.3,4.0,1.2,1.0,0.2,1.4,2.0,10.4,2021
408_2021_CHI,408,Tomáš Satoranský,SG,29,CHI,16,0,20.0,2.3,4.6,0.493,0.7,1.6,0.44,1.6,3.0,0.521,0.568,1.2,1.3,0.905,0.3,2.4,2.7,4.9,0.6,0.2,1.5,1.3,6.4,2021
1071_2021_LAL,1071,Dennis Schröder,SG,27,LAL,29,29,31.1,5.1,11.5,0.441,1.0,3.1,0.311,4.1,8.4,0.49,0.483,3.1,3.8,0.82,0.6,3.0,3.6,4.3,0.9,0.2,2.2,2.7,14.2,2021
410_2021_PHI,410,Mike Scott,PF,32,PHI,11,3,17.5,1.5,4.4,0.333,1.0,3.5,0.289,0.5,0.9,0.5,0.448,0.2,0.3,0.667,0.4,2.3,2.6,0.1,0.3,0.2,0.5,1.4,4.1,2021
1283_2021_CLE,1283,Collin Sexton,SG,22,CLE,24,24,35.3,8.4,17.4,0.484,1.5,3.6,0.407,7.0,13.8,0.505,0.526,4.5,5.5,0.805,0.8,1.8,2.5,4.3,1.1,0.2,2.5,2.9,22.8,2021
1331_2021_BRK,1331,Landry Shamet,SG,23,BRK,26,0,19.0,2.3,6.2,0.377,1.6,4.5,0.347,0.8,1.7,0.455,0.503,1.1,1.3,0.879,0.2,1.3,1.5,1.3,0.5,0.2,0.8,1.3,7.4,2021
1226_2021_TOR,1226,Pascal Siakam,PF,26,TOR,25,25,35.8,7.6,16.8,0.455,1.2,4.2,0.298,6.4,12.6,0.506,0.492,4.1,5.1,0.797,2.2,5.6,7.8,4.5,1.2,0.6,2.2,3.1,20.6,2021
1644_2021_MIA,1644,Chris Silva,PF,24,MIA,6,0,8.8,1.0,1.5,0.667,0.2,0.2,1.0,0.8,1.3,0.625,0.722,1.7,2.0,0.833,1.2,1.8,3.0,1.0,0.2,0.3,1.3,2.3,3.8,2021
1225_2021_PHI,1225,Ben Simmons,PG,24,PHI,25,25,33.4,5.8,10.4,0.562,0.0,0.2,0.167,5.8,10.2,0.571,0.563,3.5,5.3,0.667,1.6,6.7,8.3,8.0,1.7,0.8,3.4,3.2,15.2,2021
